T_AUXILIAIRE;T_NATUREAUXI;T_LIBELLE;T_EAN;T_COLLECTIF;T_ABREGE;T_COMMENTAIRE;T_ADRESSE1;T_ADRESSE2;T_ADRESSE3;T_CODEPOSTAL;T_VILLE;T_DIVTERRIT;T_PAYS;T_LANGUE;T_DEVISE;T_MULTIDEVISE;T_NIF;T_SIRET;T_APE;T_TELEPHONE;T_FAX;T_TELEX;T_TELEPHONE2;T_FACTURE;T_PAYEUR;T_APPORTEUR;T_TRANSPORTEUR;T_COEFCOMMA;T_SECTEUR;T_ZONECOM;T_REPRESENTANT;T_TARIFTIERS;T_REMISE;T_FRANCO;T_ESCOMPTE;T_QUALIFESCOMPTE;T_MODEREGLE;T_JOURPAIEMENT1;T_JOURPAIEMENT2;T_FACTUREHT;T_REGIMETVA;T_SOUMISTPF;T_LETTRABLE;T_CORRESP1;T_CORRESP2;T_TOTALDEBIT;T_TOTALCREDIT;T_DATECREATION;T_DATEMODIF;T_DATEOUVERTURE;T_DATEFERMETURE;T_FERME;T_DATEDERNMVT;T_DEBITDERNMVT;T_CREDITDERNMVT;T_NUMDERNMVT;T_LIGNEDERNMVT;T_CONFIDENTIEL;T_SOLDEPROGRESSIF;T_SAUTPAGE;T_TOTAUXMENSUELS;T_COUTHORAIRE;T_SOCIETE;T_RELANCEREGLEMENT;T_RELANCETRAITE;T_RESIDENTETRANGER;T_NATUREECONOMIQUE;T_MOTIFVIREMENT;T_LETTREPAIEMENT;T_RELEVEFACTURE;T_FREQRELEVE;T_JOURRELEVE;T_UTILISATEUR;T_RVA;T_EMAIL;T_DERNLETTRAGE;T_JURIDIQUE;T_FORMEJURIDIQUE;T_PROFIL;T_TVAENCAISSEMENT;T_TOTDEBP;T_TOTCREP;T_TOTDEBE;T_TOTCREE;T_TOTDEBS;T_TOTCRES;T_TOTDEBANO;T_TOTCREANO;T_TOTDEBANON1;T_TOTCREANON1;T_DATEDERNRELEVE;T_SCORERELANCE;T_CREERPAR;T_EXPORTE;T_SCORECLIENT;T_PAYEURECLATEMENT;T_DATEDERNPIECE;T_NUMDERNPIECE;T_TOTDERNPIECE;T_TABLE0;T_TABLE1;T_TABLE2;T_TABLE3;T_TABLE4;T_TABLE5;T_TABLE6;T_TABLE7;T_TABLE8;T_TABLE9;T_CONSO;T_CREDITDEMANDE;T_CREDITACCORDE;T_DOSSIERCREDIT;T_DATECREDITDEB;T_DATECREDITFIN;T_CREDITPLAFOND;T_DATEPLAFONDDEB;T_DATEPLAFONDFIN;T_NIVEAURISQUE;T_AVOIRRBT;T_ISPAYEUR;T_CODEIMPORT;T_TIERS;T_NATIONALITE;T_PRENOM;T_JOURNAISSANCE;T_MOISNAISSANCE;T_ANNEENAISSANCE;T_COMPTATIERS;T_DEBRAYEPAYEUR;T_MOISCLOTURE;T_EURODEFAUT;T_PARTICULIER;T_SEXE;T_PASSWINTERNET;T_PRESCRIPTEUR;T_PUBLIPOSTAGE;T_ORIGINETIERS;T_SOCIETEGROUPE;T_PHONETIQUE;T_DATEPROCLI;T_ETATRISQUE;T_DOMAINE;T_DATEINTEGR;T_NIVEAUIMPORTANCE;T_CLETELEPHONE;T_ENSEIGNE;T_EMAILING;T_REGION;T_DELAIMOYEN;T_BLOCNOTE;T_CLIENTINTERNE
401INF00;FOU;Infinity;;40100000;Infinity;;;;;;;;;;EUR;X;;;;;;;;401INF00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401INF;401INF;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401INN00;FOU;Innovation 24;;40100000;Innovation 24;;;;;;;;;;EUR;X;;;;;;;;401INN00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401INN;401INN;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401ION00;FOU;Ionos.;;40100000;Ionos.;;;;;;;;;;EUR;X;;;;;;;;401ION00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401ION;401ION;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401IVA00;FOU;Ivanky;;40100000;Ivanky;;;;;;;;;;EUR;X;;;;;;;;401IVA00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401IVA;401IVA;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401JET00;FOU;JetBrains;;40100000;JetBrains;;;;;;;;;;EUR;X;;;;;;;;401JET00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401JET;401JET;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401JUR00;FOU;Juris Kleber;;40100000;Juris Kleber;;;;;;;;;;EUR;X;;;;;;;;401JUR00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401JUR;401JUR;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401KAC00;FOU;Kactus;;40100000;Kactus;;;;;;;;;;EUR;X;;;;;;;;401KAC00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401KAC;401KAC;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401KAS00;FOU;Kaspr;;40100000;Kaspr;;;;;;;;;;EUR;X;;;;;;;;401KAS00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401KAS;401KAS;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401KAV00;FOU;Kave Home;;40100000;Kave Home;;;;;;;;;;EUR;X;;;;;;;;401KAV00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401KAV;401KAV;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401LAP00;FOU;La Petite ComÚdie;;40100000;La Petite ComÚdie;;;;;;;;;;EUR;X;;;;;;;;401LAP00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401LAP;401LAP;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401LAS00;FOU;Last Minute;;40100000;Last Minute;;;;;;;;;;EUR;X;;;;;;;;401LAS00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401LAS;401LAS;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401LES00;FOU;Les jardins d'epicure;;40100000;Les jardins d'epi;;;;;;;;;;EUR;X;;;;;;;;401LES00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401LES;401LES;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401LIN00;FOU;Linkedin;;40100000;Linkedin;;;;;;;;;;EUR;X;;;;;;;;401LIN00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401LIN;401LIN;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401LOR00;FOU;Lord Agency;;40100000;Lord Agency;;;;;;;;;;EUR;X;;;;;;;;401LOR00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401LOR;401LOR;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401LPO00;FOU;La Poste;;40100000;La Poste;;;;;;;;;;EUR;X;;;;;;;;401LPO00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401LPO;401LPO;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401MAD00;FOU;Made in Design;;40100000;Made in Design;;;;;;;;;;EUR;X;;;;;;;;401MAD00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401MAD;401MAD;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401MAI00;FOU;Maisons du monde;;40100000;Maisons du monde;;;;;;;;;;EUR;X;;;;;;;;401MAI00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401MAI;401MAI;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401MAL00;FOU;Malt;;40100000;Malt;;;;;;;;;;EUR;X;;;;;;;;401MAL00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401MAL;401MAL;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401MIC00;FOU;Microsoft;;40100000;Microsoft;;;;;;;;;;EUR;X;;;;;;;;401MIC00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401MIC;401MIC;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401MON00;FOU;Mondivision;;40100000;Mondivision;;;;;;;;;;EUR;X;;;;;;;;401MON00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401MON;401MON;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401MOO00;FOU;Moo;;40100000;Moo;;;;;;;;;;EUR;X;;;;;;;;401MOO00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401MOO;401MOO;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401MYD00;FOU;Myder Tech;;40100000;Myder Tech;;;;;;;;;;EUR;X;;;;;;;;401MYD00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401MYD;401MYD;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
401NAT00;FOU;Nataf Fajgenbaum & Associes;;40100000;Nataf Fajgenbaum;;;;;;;;;;EUR;X;;;;;;;;401NAT00;;;;0,0000;;;;;0,0000;0,0000;0,0000;;001;0;0;-;FRA;-;X;;;0,0000;0,0000;2021-05-05T00:00:00.0000000;2021-05-10T15:14:32.0000000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;-;1900-01-01T00:00:00.0000000;0,0000;0,0000;0;0;0;X;-;-;0,0000;001;;;;;;;-;;0;DA1;;;;;;;TM ;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1900-01-01T00:00:00.0000000;0;COM;---;0;-;1900-01-01T00:00:00.0000000;0;0,0000;;;;;;;;;;;;0,0000;0,0000;;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;0,0000;1900-01-01T00:00:00.0000000;1900-01-01T00:00:00.0000000;;-;-;401NAT;401NAT;;;0;0;0;;-;0;-;-;;;;-;;;;1900-01-01T00:00:00.0000000;;;1900-01-01T00:00:00.0000000;;;;-;;0;;-
